Region,Country,State,City,Month,Day,Year,AvgTemperature
North America,US,Alaska,Anchorage,10,7,1997,37.4
North America,US,Wyoming,Cheyenne,7,18,2015,66.6
Asia,India,,Bombay (Mumbai),10,20,2003,87.7
Africa,Central African Republic,,Bangui,11,25,2014,76.8
South/Central America & Carribean,Costa Rica,,San Jose,5,3,2003,74.7
Middle East,United Arab Emirates,,Abu Dhabi,10,13,2011,91.3
Middle East,Lebanon,,Beirut,7,9,2014,81.3
North America,Canada,,Regina,6,14,1998,62.8
North America,US,California,San Diego,4,2,2003,60.4
South/Central America & Carribean,Colombia,,Bogota,10,8,2000,56.5
North America,US,North Dakota,Bismarck,3,19,2000,39.4
North America,US,Texas,San Angelo,12,31,2008,50.6
South/Central America & Carribean,Nicaragua,,Managua,5,5,2004,84.6
North America,Canada,,Montreal,8,16,2001,73.7
Africa,Ethiopia,,Addis Ababa,6,26,2005,60.8
Asia,Pakistan,,Islamabad,7,2,2000,84.1
Europe,Slovakia,,Bratislava,5,6,2003,69.5
Europe,France,,Paris,11,19,2013,41.4
South/Central America & Carribean,Brazil,,Brasilia,9,17,2015,74.0
North America,US,Ohio,Cleveland,6,28,2010,75.6
North America,US,Texas,Houston,4,19,1997,63.2
Middle East,United Arab Emirates,,Abu Dhabi,12,30,2015,-99.0
North America,US,Nevada,Reno,6,14,2002,73.0
Europe,Germany,,Hamburg,4,13,2003,-99.0
Europe,Portugal,,Lisbon,8,9,2016,80.7
South/Central America & Carribean,Argentina,,Buenos Aires,6,19,2004,63.3
North America,US,Ohio,Cleveland,10,13,2017,65.2
Europe,France,,Paris,6,7,1997,73.0
North America,Canada,,Edmonton,1,7,2012,26.7
North America,US,Ohio,Youngstown,10,9,2016,50.1
Europe,Finland,,Helsinki,2,27,2002,31.6
North America,US,Pennsylvania,Pittsburgh,10,30,2011,33.7
North America,US,North Carolina,Raleigh Durham,6,9,2001,73.2
North America,US,North Carolina,Asheville,8,18,2001,74.4
North America,US,Connecticut,Hartford Springfield,7,30,2016,76.4
Asia,Japan,,Sapporo,10,19,2017,44.6
North America,US,Idaho,Pocatello,6,25,2003,55.3
Europe,Spain,,Bilbao,4,10,1999,53.0
North America,US,Nebraska,Lincoln,3,3,2012,33.7
North America,US,Ohio,Cleveland,10,23,2011,49.8
North America,US,Texas,Midland Odessa,9,28,2012,65.6
North America,US,Maryland,Washington DC,10,26,2004,55.6
Middle East,Lebanon,,Beirut,1,28,2001,55.3
Africa,Zambia,,Lusaka,4,20,2010,65.5
North America,US,North Carolina,Charlotte,7,18,2004,73.6
Europe,Spain,,Bilbao,6,3,2006,62.6
North America,US,Georgia,Savannah,11,2,1995,74.3
South/Central America & Carribean,Costa Rica,,San Jose,7,20,1997,75.7
North America,US,Louisiana,Shreveport,11,15,1998,58.2
Europe,Finland,,Helsinki,6,6,2002,64.5
Europe,Yugoslavia,,Belgrade,6,6,2003,79.8
Asia,Taiwan,,Taipei,11,17,2019,76.4
Australia/South Pacific,Australia,,Brisbane,1,16,2000,73.4
Middle East,Saudi Arabia,,Riyadh,4,30,2017,85.2
Europe,France,,Bordeaux,1,15,2018,48.3
North America,US,Michigan,Sault Ste Marie,5,14,1996,48.1
North America,US,Oregon,Medford,5,8,2011,52.0
North America,US,Oregon,Medford,1,30,2006,44.7
North America,US,Arkansas,Little Rock,5,12,2006,63.9
North America,US,Oklahoma,Tulsa,7,18,2019,87.8
Asia,India,,Delhi,4,26,2019,93.8
Middle East,United Arab Emirates,,Dubai,10,20,1998,84.6
North America,US,Pennsylvania,Allentown,1,13,1995,40.0
Middle East,Jordan,,Amman,5,1,2016,76.2
North America,US,New Jersey,Atlantic City,11,6,2018,57.0
North America,Canada,,Regina,12,2,2016,26.6
Asia,India,,Chennai (Madras),3,1,2010,82.3
North America,US,Texas,Austin,7,13,2018,84.8
North America,US,Virginia,Richmond,12,23,2000,22.3
North America,US,Nebraska,Lincoln,8,30,2013,83.4
North America,US,Washington,Seattle,6,4,2011,61.7
Asia,China,,Chengdu,4,6,2018,53.1
Asia,Pakistan,,Islamabad,4,2,2008,65.6
South/Central America & Carribean,Barbados,,Bridgetown,8,12,1997,81.9
North America,US,Maine,Portland,5,25,2017,52.5
North America,US,Washington,Seattle,8,11,2007,63.2
North America,Canada,,Ottawa,5,12,1996,39.6
North America,US,Iowa,Des Moines,11,12,1997,28.8
North America,US,Iowa,Des Moines,12,16,1995,27.9
North America,US,South Carolina,Charleston,9,21,2001,77.6
North America,US,Alabama,Mobile,9,18,2015,77.9
Europe,Yugoslavia,,Belgrade,10,17,1999,43.4
Asia,Vietnam,,Hanoi,9,23,1999,82.2
North America,US,New York,Buffalo,5,29,2002,70.4
South/Central America & Carribean,Barbados,,Bridgetown,2,18,2007,79.9
North America,US,Maryland,Baltimore,11,12,2017,34.1
Middle East,Saudi Arabia,,Riyadh,5,20,2007,87.9
North America,US,South Carolina,Columbia,10,19,1995,63.2
North America,US,California,Los Angeles,5,11,2005,61.9
Europe,Poland,,Warsaw,3,27,2014,43.4
North America,US,Alabama,Montgomery,2,28,2012,61.4
Middle East,Syria,,Damascus,10,24,1998,63.4
North America,US,Tennessee,Chattanooga,10,12,1996,52.2
South/Central America & Carribean,Uruguay,,Montvideo,11,9,2007,65.7
North America,US,New Jersey,Newark,4,26,2015,53.6
North America,US,Kentucky,Louisville,12,29,1998,41.9
North America,Canada,,Ottawa,3,15,2002,27.3
North America,US,Georgia,Macon,3,19,1997,65.3
North America,US,Washington,Seattle,6,10,2013,59.7
North America,Canada,,Montreal,4,22,2001,59.8
North America,US,Maryland,Washington DC,3,22,2017,57.2
Africa,Algeria,,Algiers,10,21,2002,72.8
North America,US,Connecticut,Bridgeport,12,11,2003,48.0
Europe,Macedonia,,Skopje,6,6,2019,67.9
North America,US,Maine,Portland,10,6,2005,60.1
South/Central America & Carribean,Bermuda,,Hamilton,8,9,2002,76.8
Middle East,Jordan,,Amman,7,30,2015,82.9
North America,US,Arkansas,Fort Smith,10,6,2013,56.3
North America,US,Arkansas,Fort Smith,12,21,1998,41.8
North America,US,Georgia,Savannah,6,15,2018,79.3
North America,US,Colorado,Pueblo,9,11,2001,69.7
Africa,Tunisia,,Tunis,11,15,2010,63.9
North America,US,Wisconsin,Madison,5,28,2006,79.4
North America,US,Indiana,Indianapolis,3,9,1995,26.0
Asia,Myanmar (Burma),,Rangoon,8,11,2018,81.7
North America,US,Illinois,Rockford,8,26,2011,69.6
North America,Canada,,Regina,1,7,2009,-1.0
North America,US,Tennessee,Chattanooga,12,3,2015,44.2
Africa,Nigeria,,Niamey,4,9,2001,91.2
North America,US,Illinois,Chicago,11,26,2002,25.8
Europe,Germany,,Munich,5,19,1998,58.5
Africa,Nigeria,,Niamey,6,12,2004,87.3
Asia,Kazakhstan,,Almaty,5,19,2009,60.8
Europe,Germany,,Hamburg,11,29,2011,40.0
North America,US,Colorado,Grand Junction,5,3,2000,68.5
North America,US,Wyoming,Casper,8,27,2005,63.6
North America,US,South Carolina,Columbia,12,11,2009,37.5
North America,US,Pennsylvania,Erie,2,3,2011,19.2
Africa,Togo,,Lome,4,10,2002,84.6
Europe,United Kingdom,,Belfast,1,29,1996,37.4
Europe,Denmark,,Copenhagen,7,20,2006,71.2
North America,US,Kansas,Goodland,10,19,2009,58.2
North America,US,Connecticut,Hartford Springfield,4,13,2020,56.1
North America,US,Colorado,Grand Junction,2,3,2006,34.2
North America,US,Alaska,Anchorage,12,10,1998,19.1
South/Central America & Carribean,Argentina,,Buenos Aires,4,14,2020,56.3
North America,US,Illinois,Chicago,12,16,2013,13.0
North America,US,Texas,El Paso,7,23,1998,76.8
Europe,Switzerland,,Bern,4,14,2008,42.6
North America,US,Florida,Jacksonville,4,13,2008,65.7
North America,US,Oregon,Portland,6,19,2010,58.5
Europe,Belarus,,Minsk,12,7,1997,32.8
Middle East,Saudi Arabia,,Dhahran,11,28,2012,65.9
North America,US,Kansas,Topeka,5,18,1999,61.5
Asia,North Korea,,Pyongyang,6,6,1996,71.7
Asia,Pakistan,,Islamabad,7,7,2009,93.5
North America,US,New Mexico,Albuquerque,7,23,1996,82.0
Asia,Laos,,Vientiane,8,22,2000,84.9
North America,US,Michigan,Sault Ste Marie,8,18,2013,67.2
Europe,Ireland,,Dublin,10,6,2002,54.5
North America,US,California,Fresno,4,29,2018,61.6
North America,US,Massachusetts,Boston,4,27,2006,48.5
North America,Canada,,Montreal,11,18,1997,26.0
Asia,Uzbekistan,,Tashkent,4,6,2015,60.8
Middle East,Lebanon,,Beirut,2,4,2008,54.9
Asia,Laos,,Vientiane,7,14,1995,80.6
North America,US,Indiana,Fort Wayne,11,16,1997,27.8
North America,US,Kansas,Wichita,9,10,1998,75.3
North America,US,North Carolina,Asheville,1,17,2006,48.8
Europe,Norway,,Oslo,5,13,2008,47.6
Asia,Laos,,Vientiane,7,10,2002,83.5
North America,US,Michigan,Flint,4,25,1998,49.8
Europe,United Kingdom,,Belfast,12,3,2008,32.7
North America,US,North Dakota,Bismarck,7,11,1998,80.5
South/Central America & Carribean,Colombia,,Bogota,4,2,1996,57.6
North America,US,Georgia,Columbus,12,11,2008,59.7
Africa,Namibia,,Windhoek,10,21,2019,81.9
Middle East,Syria,,Damascus,11,5,1999,57.2
North America,US,Florida,Orlando,9,1,2008,82.6
Europe,Ireland,,Dublin,11,29,2002,44.0
North America,Canada,,Regina,4,15,1999,37.4
North America,US,Indiana,Fort Wayne,3,21,2020,30.7
South/Central America & Carribean,Brazil,,Rio de Janeiro,12,15,2007,76.9
Europe,Ukraine,,Kiev,11,4,2018,48.2
Australia/South Pacific,Australia,,Perth,1,12,2016,69.1
Asia,Bangladesh,,Dhaka,6,25,1998,-99.0
South/Central America & Carribean,Equador,,Guayaquil,9,26,2019,77.5
North America,US,Indiana,Fort Wayne,4,22,2012,45.3
North America,US,Pennsylvania,Wilkes Barre,8,21,2010,70.0
North America,US,Alaska,Fairbanks,9,18,2006,53.1
North America,US,Alabama,Birmingham,12,26,1999,36.9
North America,US,Georgia,Macon,6,25,2003,79.7
North America,US,District of Columbia,Washington,11,14,2005,60.4
North America,US,Oklahoma,Tulsa,7,30,2018,77.6
Asia,Hong Kong,,Hong Kong,6,15,2009,84.0
North America,US,West Virginia,Charleston,5,2,2018,69.0
North America,US,California,Sacramento,9,20,1995,78.2
North America,US,North Carolina,Greensboro,8,13,2008,71.7
Middle East,Bahrain,,Manama,11,6,2014,74.7
Africa,Central African Republic,,Bangui,7,27,2019,75.9
North America,US,Alabama,Birmingham,10,20,2014,59.0
North America,US,California,San Francisco,9,14,2014,64.8
Asia,Turkmenistan,,Ashabad,1,3,2017,38.6
North America,US,Indiana,Indianapolis,4,28,1996,50.9
North America,US,Arizona,Phoenix,11,7,2015,63.7
South/Central America & Carribean,Barbados,,Bridgetown,12,12,2007,80.5
Asia,China,,Shanghai,4,22,1998,73.6
Asia,Nepal,,Katmandu,11,3,2012,63.3
Asia,China,,Shenyang,12,23,2010,0.2
North America,US,North Dakota,Bismarck,8,13,2014,74.7
South/Central America & Carribean,Equador,,Guayaquil,12,31,2013,81.0
Europe,Yugoslavia,,Belgrade,4,11,2020,57.2
South/Central America & Carribean,Uruguay,,Montvideo,8,19,2004,53.0
Africa,Congo,,Brazzaville,9,19,2012,77.0
North America,US,Florida,Tallahassee,10,22,2001,72.5
North America,US,Kansas,Wichita,9,7,2008,64.0
North America,US,Washington,Spokane,9,16,1995,68.3
Middle East,Bahrain,,Manama,3,15,2008,70.4
Europe,France,,Paris,5,4,2020,58.7
North America,US,New York,New York City,4,29,1996,57.4
North America,US,Pennsylvania,Allentown,3,17,2018,35.4
North America,US,Missouri,Springfield,2,9,2009,56.3
North America,US,Maryland,Washington DC,1,20,2009,25.5
North America,US,Vermont,Burlington,10,27,2019,44.6
Europe,Ireland,,Dublin,4,8,2016,43.0
North America,US,New York,Syracuse,3,29,2001,35.6
North America,US,Alaska,Anchorage,2,11,2014,11.4
North America,US,Kansas,Goodland,5,27,1995,53.8
North America,Canada,,Winnipeg,9,29,2012,62.5
North America,US,South Dakota,Rapid City,3,8,2007,46.8
Africa,Uganda,,Kampala,7,22,1997,69.9
North America,US,Texas,San Angelo,12,5,2017,54.0
Middle East,Kuwait,,Kuwait,8,22,1999,103.9
North America,US,Texas,Brownsville,9,25,2019,83.9
North America,US,Georgia,Macon,9,27,2018,77.6
North America,US,Mississippi,Jackson,4,18,2014,62.4
Asia,Thailand,,Bangkok,9,11,1997,86.9
Africa,Nigeria,,Lagos,7,12,2018,79.8
North America,US,New York,Syracuse,12,30,2011,29.1
Asia,Mongolia,,Ulan-bator,12,11,2012,-0.6
Asia,China,,Guangzhou,9,10,2003,84.6
South/Central America & Carribean,Dominican Republic,,Santo Domingo,7,23,1998,79.6
Asia,Turkmenistan,,Ashabad,6,16,2012,92.9
Africa,Guinea-Bissau,,Bissau,3,8,2008,86.3
North America,US,Louisiana,Lake Charles,7,7,2006,80.8
Africa,Tunisia,,Tunis,9,6,2019,77.7
North America,US,Texas,Dallas Ft Worth,7,2,2002,75.3
Europe,Russia,,Moscow,8,3,2007,64.6
North America,US,Kentucky,Louisville,5,18,1998,73.2
Europe,Serbia-Montenegro,,Pristina,5,30,2001,64.0
North America,US,District of Columbia,Washington,11,21,2010,50.3
North America,US,Arizona,Yuma,5,23,2000,91.6
North America,US,Colorado,Colorado Springs,5,20,2006,69.1
North America,US,West Virginia,Elkins,4,27,2015,42.2
Australia/South Pacific,Australia,,Melbourne,7,2,1997,53.8
North America,US,Arkansas,Little Rock,3,19,2011,62.6
North America,US,Colorado,Pueblo,5,30,1998,70.7
North America,US,Kansas,Goodland,6,4,1996,67.1
North America,US,Tennessee,Nashville,5,24,2008,72.2
Asia,Mongolia,,Ulan-bator,8,8,2016,71.8
North America,US,Maine,Portland,7,15,1999,67.0
Asia,Kazakhstan,,Almaty,2,26,2001,40.1
North America,US,South Dakota,Sioux Falls,6,3,2010,62.7
North America,US,Nevada,Reno,11,27,2015,26.9
North America,US,Colorado,Colorado Springs,3,29,1997,38.0
North America,US,District of Columbia,Washington,8,15,2008,75.4
Europe,Switzerland,,Bern,7,3,1999,77.0
Middle East,Bahrain,,Manama,11,2,2014,82.9
Middle East,Jordan,,Amman,4,13,1997,67.4
North America,US,Kentucky,Louisville,9,12,2019,85.8
North America,US,Texas,Abilene,1,2,2001,26.9
Asia,Uzbekistan,,Tashkent,9,27,2014,64.1
Europe,Greece,,Athens,11,29,1999,51.7
North America,Canada,,Edmonton,9,26,2001,67.2
North America,US,Texas,Waco,7,31,2013,86.7
North America,US,Indiana,Fort Wayne,6,16,2004,73.5
Europe,Spain,,Barcelona,4,5,2020,54.0
Europe,Ukraine,,Kiev,3,21,2011,34.6
North America,US,Georgia,Macon,10,25,2014,56.4
North America,US,Maryland,Washington DC,8,19,2014,76.3
Asia,Malaysia,,Kuala Lumpur,11,28,2012,80.6
North America,US,Texas,Corpus Christi,2,12,2020,51.0
North America,US,Indiana,Evansville,3,1,2004,57.5
Asia,Hong Kong,,Hong Kong,4,23,2016,80.7
Asia,Myanmar (Burma),,Rangoon,12,5,2017,79.8
Middle East,Turkey,,Ankara,11,19,2001,29.9
North America,US,West Virginia,Elkins,8,1,2005,72.3
North America,US,Texas,Amarillo,7,25,1996,73.1
South/Central America & Carribean,Peru,,Lima,8,19,2014,61.8
Asia,Kazakhstan,,Almaty,4,12,2010,47.7
North America,US,Pennsylvania,Pittsburgh,4,22,2007,61.5
North America,US,Rhode Island,Rhode Island,5,25,2000,63.7
North America,US,Texas,Amarillo,6,10,2013,79.6
Asia,Singapore,,Singapore,5,7,2018,86.0
South/Central America & Carribean,Peru,,Lima,3,16,2003,71.3
North America,Canada,,Regina,12,21,1997,23.5
North America,Mexico,,Monterrey,8,26,2001,91.2
North America,US,Louisiana,Shreveport,5,24,2004,78.3
Asia,Mongolia,,Ulan-bator,3,4,1998,30.0
North America,US,New Hampshire,Concord,6,12,2007,69.6
North America,US,Maryland,Baltimore,1,25,2004,16.4
Africa,Guinea,,Conakry,7,4,2007,81.4
North America,US,California,San Diego,7,18,2011,68.2
North America,US,Minnesota,Duluth,8,24,2013,71.2
North America,US,Nevada,Reno,8,28,2005,78.1
North America,Canada,,Edmonton,3,7,2006,23.0
North America,US,North Carolina,Greensboro,3,15,2006,49.9
North America,US,Texas,El Paso,2,20,2009,46.8
Europe,Denmark,,Copenhagen,12,16,2001,31.5
Middle East,United Arab Emirates,,Dubai,10,29,2014,88.4
Europe,Iceland,,Reykjavik,10,5,2016,51.1
North America,US,Ohio,Cleveland,12,15,2019,33.8
North America,US,California,San Diego,5,20,2012,64.5
Africa,Mozambique,,Maputo,9,27,2012,78.2
North America,US,Missouri,St Louis,9,10,2007,75.1
North America,US,Hawaii,Honolulu,11,22,1997,71.7
Asia,China,,Guangzhou,6,27,2005,80.9
Europe,Germany,,Hamburg,9,7,2009,64.1
South/Central America & Carribean,Bolivia,,La Paz,1,11,2001,44.4
Europe,Hungary,,Budapest,10,10,2010,47.7
North America,US,California,Los Angeles,12,20,2017,55.7
North America,US,Oregon,Salem,3,26,2003,48.9
North America,US,Kentucky,Paducah,6,10,2011,82.2
Australia/South Pacific,Australia,,Brisbane,1,2,2008,73.5
North America,US,Kansas,Goodland,11,21,2011,25.3
North America,US,Arizona,Phoenix,5,23,1997,85.5
Europe,The Netherlands,,Amsterdam,9,4,2013,68.0
North America,US,Kentucky,Lexington,2,27,2002,18.0
North America,US,Ohio,Cleveland,6,22,2003,66.7
North America,US,Rhode Island,Rhode Island,6,2,2012,60.2
Middle East,United Arab Emirates,,Dubai,8,15,2005,95.5
Asia,Kyrgyzstan,,Bishkek,6,20,2001,82.2
North America,US,North Dakota,Fargo,6,11,1995,60.8
Europe,Croatia,,Zagreb,7,21,2009,75.3
North America,US,District of Columbia,Washington,5,24,2013,63.0
Asia,India,,Calcutta,9,28,2017,80.9
North America,US,Washington,Yakima,3,1,2005,46.0
North America,US,Additional Territories,San Juan Puerto Rico,6,22,1997,83.5
South/Central America & Carribean,Honduras,,Tegucigalpa,3,10,1997,70.3
Middle East,United Arab Emirates,,Dubai,3,13,2016,75.3
North America,US,Wyoming,Cheyenne,2,8,2009,32.4
North America,US,Texas,Amarillo,4,19,2009,51.2
North America,US,New York,Syracuse,12,4,2016,33.5
Africa,Senegal,,Dakar,2,18,2011,67.7
Asia,Taiwan,,Taipei,8,8,1998,86.7
North America,US,Maine,Portland,12,8,2012,37.6
North America,US,Connecticut,Bridgeport,7,23,2004,76.1
North America,US,Texas,Austin,9,26,1995,73.8
South/Central America & Carribean,Honduras,,Tegucigalpa,11,22,2001,72.7
Europe,Italy,,Rome,1,3,1999,48.8
North America,US,Florida,Jacksonville,2,27,1997,72.3
North America,US,Idaho,Boise,7,10,2001,79.3
North America,US,Alabama,Mobile,2,11,2002,48.9
Middle East,Turkey,,Ankara,8,18,2007,74.6
Africa,Kenya,,Nairobi,12,10,2019,65.6
North America,Mexico,,Mexico City,1,20,1995,57.4
Europe,Spain,,Bilbao,8,17,2001,73.2
Asia,Indonesia,,Jakarta,5,24,2018,85.1
Asia,North Korea,,Pyongyang,9,25,2016,69.9
Middle East,Qatar,,Doha,7,22,1999,95.6
North America,US,Montana,Billings,4,7,2015,38.9
Asia,Japan,,Osaka,7,19,2011,80.6
Europe,Italy,,Milan,1,10,2009,23.8
North America,US,New Jersey,Atlantic City,12,19,2004,34.6
North America,US,Illinois,Peoria,12,13,1995,25.8
Africa,Gambia,,Banjul,12,5,1999,81.7
North America,US,Connecticut,Bridgeport,8,23,2010,70.1
Europe,Finland,,Helsinki,9,1,2006,60.9
Middle East,Saudi Arabia,,Dhahran,8,6,2009,99.9
North America,US,Texas,Wichita Falls,3,17,1998,46.4
North America,US,Texas,Midland Odessa,10,1,2001,64.4
North America,US,North Dakota,Bismarck,3,2,2015,17.2
North America,US,California,Fresno,3,15,1995,60.6
North America,US,South Carolina,Charleston,6,1,2010,76.5
South/Central America & Carribean,Nicaragua,,Managua,12,29,2007,80.1
South/Central America & Carribean,Guyana,,Georgetown,5,29,2001,84.3
Africa,Congo,,Brazzaville,5,1,2009,82.4
North America,Mexico,,Mexico City,11,4,2000,60.7
North America,US,Missouri,St Louis,3,9,2004,45.6
Asia,Hong Kong,,Hong Kong,1,15,2016,60.9
North America,US,Georgia,Atlanta,8,21,1999,78.1
North America,US,Georgia,Savannah,3,21,1999,61.0
South/Central America & Carribean,Barbados,,Bridgetown,7,29,2011,83.9
North America,US,Indiana,South Bend,7,5,2005,73.3
Asia,Japan,,Tokyo,10,13,2017,60.3
North America,US,Kentucky,Lexington,9,22,2017,76.2
North America,US,Illinois,Springfield,10,9,2016,58.9
North America,US,Florida,Orlando,3,1,2013,54.0
North America,US,Ohio,Dayton,11,5,2018,53.8
North America,US,Michigan,Grand Rapids,6,16,2011,64.0
North America,US,Kansas,Goodland,1,25,2012,32.3
North America,US,Texas,Waco,12,11,1999,48.6
North America,US,Pennsylvania,Wilkes Barre,10,9,1995,51.5
Middle East,Oman,,Muscat,11,5,1997,-99.0
Australia/South Pacific,Australia,,Sydney,8,12,2006,50.8
Middle East,Oman,,Muscat,8,3,2004,92.0
North America,US,Michigan,Lansing,11,15,2003,40.8
North America,Canada,,Regina,6,21,2019,55.7
Africa,Mozambique,,Maputo,1,27,2008,79.2
Australia/South Pacific,Australia,,Canberra,4,19,2015,48.3
Asia,Singapore,,Singapore,8,1,2004,80.3
North America,US,Arkansas,Little Rock,12,6,2009,35.3
North America,US,Minnesota,Duluth,6,20,2007,65.8
North America,US,Idaho,Boise,7,30,2011,83.7
Australia/South Pacific,Australia,,Perth,6,2,2007,58.8
North America,US,Alaska,Anchorage,7,12,2011,56.1
Middle East,Turkey,,Ankara,11,13,2018,43.8
Australia/South Pacific,New Zealand,,Auckland,5,16,2014,52.0
Africa,Kenya,,Nairobi,5,31,2013,64.7
North America,US,New York,Buffalo,9,15,1998,74.1
Asia,Laos,,Vientiane,5,15,2016,89.1
Europe,Macedonia,,Skopje,10,30,2012,45.9
North America,US,Rhode Island,Rhode Island,1,6,1997,45.6
North America,US,Missouri,Springfield,2,12,2013,35.8
Africa,Tanzania,,Dar Es Salaam,6,28,2000,74.2
Europe,Macedonia,,Skopje,12,20,2010,32.4
North America,US,Pennsylvania,Wilkes Barre,1,27,2020,37.0
North America,Canada,,Edmonton,2,8,2002,19.8
Asia,India,,Calcutta,4,5,2010,87.3
North America,US,Alaska,Juneau,2,6,2014,20.2
North America,US,Texas,Waco,8,26,2002,87.9
North America,US,Texas,Wichita Falls,12,27,2002,35.1
North America,US,Louisiana,New Orleans,8,21,2003,82.0
Africa,Mauritania,,Nouakchott,8,16,2017,87.8
North America,US,Ohio,Toledo,4,20,2019,42.0
North America,US,Tennessee,Memphis,9,6,2012,84.3
North America,Mexico,,Guadalajara,4,17,2010,-99.0
Europe,United Kingdom,,London,7,20,2005,67.0
North America,US,Wyoming,Casper,8,13,2001,72.4
Middle East,Qatar,,Doha,8,26,2005,95.3
North America,US,Georgia,Atlanta,7,30,2013,76.6
Europe,Slovakia,,Bratislava,9,29,2014,57.7
Europe,Italy,,Milan,5,8,2006,59.9
South/Central America & Carribean,Panama,,Panama City,6,25,2007,81.9
Africa,Egypt,,Cairo,7,18,2002,88.4
Middle East,Jordan,,Amman,11,22,2000,57.7
